,Name,Wage,Value,Difference
8909,M. Lorenz,3000.0,625000.0,622000.0
8910,K. Kallaste,2000.0,475000.0,473000.0
8911,N. Opoku,5000.0,1300000.0,1295000.0
8912,S. Ağçay,4000.0,90000.0,86000.0
8913,M. Wassey,4000.0,600000.0,596000.0
8914,P. Micin,4000.0,1400000.0,1396000.0
8915,M. Crépeau,0.0,0.0,0.0
8916,J. Helmer,4000.0,1000000.0,996000.0
8917,C. Doudin,3000.0,575000.0,572000.0
8918,M. Mak,3000.0,700000.0,697000.0
8919,S. Sharahili,6000.0,525000.0,519000.0
8920,N. Datković,2000.0,725000.0,723000.0
8921,E. Lancini,1000.0,725000.0,724000.0
8922,Jailson Acuna,4000.0,425000.0,421000.0
8923,P. Pawlett,5000.0,675000.0,670000.0
8924,J. Hardeveld,2000.0,700000.0,698000.0
8925,J. Kliment,9000.0,850000.0,841000.0
8926,R. Goreux,4000.0,475000.0,471000.0
8927,C. Vargas,6000.0,875000.0,869000.0
8928,A. Fuenmayor,2000.0,875000.0,873000.0
8929,R. Åhman Persson,1000.0,425000.0,424000.0
8930,M. Slavov,4000.0,675000.0,671000.0
8931,Lee Chan Dong,2000.0,800000.0,798000.0
8932,D. Szymański,2000.0,825000.0,823000.0
8933,S. Stolze,3000.0,875000.0,872000.0
8934,B. Tekpetey,3000.0,1000000.0,997000.0
8935,F. El Mellali,6000.0,950000.0,944000.0
8936,M. Doughty,5000.0,800000.0,795000.0
8937,M. Szczepaniak,2000.0,675000.0,673000.0
8938,A. Martínez,2000.0,850000.0,848000.0
8939,T. Teniste,2000.0,475000.0,473000.0
8940,G. Korte,3000.0,800000.0,797000.0
8941,B. Alnwick,3000.0,400000.0,397000.0
8942,D. Acosta,2000.0,1100000.0,1098000.0
8943,B. Manu,1000.0,1000000.0,999000.0
8944,Jin Seong Wook,2000.0,925000.0,923000.0
8945,S. Akasaki,3000.0,700000.0,697000.0
8946,S. N'Guessan,2000.0,875000.0,873000.0
8947,A. Angoula,1000.0,90000.0,89000.0
8948,K. Pedersen,4000.0,725000.0,721000.0
8949,J. Brayford,3000.0,475000.0,472000.0
8950,S. Suciu,2000.0,650000.0,648000.0
8951,M. Ricci,1000.0,825000.0,824000.0
8952,Morillas,2000.0,425000.0,423000.0
8953,K. Andersen,1000.0,500000.0,499000.0
8954,F. Varela,3000.0,1000000.0,997000.0
8955,Júnior Negão,3000.0,575000.0,572000.0
8956,F. Casarini,2000.0,650000.0,648000.0
8957,J. Omolo,4000.0,525000.0,521000.0
8958,C. Chapman,2000.0,725000.0,723000.0
8959,Rúben Oliveira,3000.0,900000.0,897000.0
8960,S. Lizana,2000.0,775000.0,773000.0
8961,K. Hidalgo,1000.0,725000.0,724000.0
8962,J. Mackie,4000.0,525000.0,521000.0
8963,Han Seung Gyu,2000.0,950000.0,948000.0
8964,Narcisso Mau,6000.0,475000.0,469000.0
8965,L. Reis,1000.0,1100000.0,1099000.0
8966,C. Gomes,10000.0,1100000.0,1090000.0
8967,L. Angulo,1000.0,900000.0,899000.0
8968,E. Domaschke,1000.0,375000.0,374000.0
8969,M. Nizam,5000.0,525000.0,520000.0
8970,B. Halloran,2000.0,750000.0,748000.0
8971,P. Möschl,6000.0,775000.0,769000.0
8972,M. Milec,0.0,0.0,0.0
8973,F. Bambock,2000.0,700000.0,698000.0
8974,S. Vasiliadis,3000.0,1100000.0,1097000.0
8975,Rui Silva,3000.0,900000.0,897000.0
8976,T. van de Looi,1000.0,1100000.0,1099000.0
8977,M. Orozco,3000.0,375000.0,372000.0
8978,M. N'Doye,2000.0,775000.0,773000.0
8979,E. Sarraj,7000.0,675000.0,668000.0
8980,Fabio,4000.0,500000.0,496000.0
8981,J. Graham,15000.0,850000.0,835000.0
8982,E. Farias,1000.0,500000.0,499000.0
8983,Mica Pinto,2000.0,650000.0,648000.0
8984,J. Tanaka,3000.0,600000.0,597000.0
8985,B. Whiteman,3000.0,725000.0,722000.0
8986,Nazario Serpe,4000.0,550000.0,546000.0
8987,I. Arce,3000.0,550000.0,547000.0
8988,R. Hollingshead,2000.0,600000.0,598000.0
8989,Botelhinonsa,4000.0,475000.0,471000.0
8990,Lim Chan Wool,2000.0,875000.0,873000.0
8991,Joca,3000.0,875000.0,872000.0
8992,J. Sandoval,4000.0,425000.0,421000.0
8993,B. Knežević,1000.0,750000.0,749000.0
8994,Y. Anchico,1000.0,325000.0,324000.0
8995,F. Del Sole,19000.0,1000000.0,981000.0
8996,Dálcio,3000.0,900000.0,897000.0
8997,F. Cosenza,1000.0,375000.0,374000.0
8998,P. Daka,6000.0,1400000.0,1394000.0
8999,O. Ribera,0.0,0.0,0.0
9000,V. Andriuškevičius,2000.0,525000.0,523000.0
9001,R. Clark,2000.0,150000.0,148000.0
9002,M. Angha,7000.0,825000.0,818000.0
9003,J. Dasilva,8000.0,1300000.0,1292000.0
9004,M. Bär,1000.0,750000.0,749000.0
9005,J. Mora,2000.0,700000.0,698000.0
9006,G. Rodríguez,4000.0,675000.0,671000.0
9007,F. Diarra,2000.0,825000.0,823000.0
9008,K. Igboananike,2000.0,650000.0,648000.0
9009,S. Horvath,4000.0,875000.0,871000.0
9010,J. Levi,2000.0,950000.0,948000.0
9011,D. Cole,14000.0,925000.0,911000.0
9012,M. Hallberg,3000.0,900000.0,897000.0
9013,Carlos Blanco,7000.0,825000.0,818000.0
9014,R. Guerra,6000.0,1000000.0,994000.0
9015,S. Scannell,4000.0,675000.0,671000.0
9016,J. Marquis,4000.0,825000.0,821000.0
9017,Park Gi Dong,3000.0,650000.0,647000.0
9018,N. Jackers,2000.0,750000.0,748000.0
9019,M. Schröter,1000.0,750000.0,749000.0
9020,L. Broź,2000.0,350000.0,348000.0
9021,J. Dodoo,13000.0,1000000.0,987000.0
9022,C. Ronan,13000.0,1100000.0,1087000.0
9023,Edenildo Lagoas,6000.0,475000.0,469000.0
9024,S. Freis,4000.0,400000.0,396000.0
9025,E. Diaw,2000.0,725000.0,723000.0
9026,E. Owusu,10000.0,1300000.0,1290000.0
9027,L. Vácha,1000.0,500000.0,499000.0
9028,L. Hutten,3000.0,650000.0,647000.0
9029,M. Dittgen,2000.0,825000.0,823000.0
9030,Park Han Bin,2000.0,1100000.0,1098000.0
9031,R. Matsuda,3000.0,550000.0,547000.0
9032,D. Frick,1000.0,525000.0,524000.0
9033,Chuca,6000.0,975000.0,969000.0
9034,A. Lamas,3000.0,200000.0,197000.0
9035,A. Grant,2000.0,700000.0,698000.0
9036,Hwang Seok Ho,2000.0,500000.0,498000.0
9037,G. Berthier,5000.0,1000000.0,995000.0
9038,F. Depaoli,4000.0,1200000.0,1196000.0
9039,E. Godoy,1000.0,425000.0,424000.0
9040,N. Dorsch,3000.0,1100000.0,1097000.0
9041,M. Massop,3000.0,700000.0,697000.0
9042,D. Blacha,2000.0,650000.0,648000.0
9043,A. Angulo,1000.0,900000.0,899000.0
9044,R. Niemeijer,2000.0,850000.0,848000.0
9045,M. Melluso,3000.0,1300000.0,1297000.0
9046,Kim Ho Nam,2000.0,625000.0,623000.0
9047,L. Cabrera,1000.0,700000.0,699000.0
9048,P. Dziczek,2000.0,825000.0,823000.0
9049,L. Badiashile,8000.0,725000.0,717000.0
9050,H. Shipp,3000.0,700000.0,697000.0
9051,O. Cissokho,2000.0,575000.0,573000.0
9052,Ricardinho,3000.0,675000.0,672000.0
9053,P. Tomasik,3000.0,475000.0,472000.0
9054,T. Leugers,1000.0,600000.0,599000.0
9055,T. Wada,4000.0,525000.0,521000.0
9056,A. Beghetto,4000.0,875000.0,871000.0
9057,M. Inoha,3000.0,375000.0,372000.0
9058,D. Cappelletti,1000.0,625000.0,624000.0
9059,D. Murillo,1000.0,725000.0,724000.0
9060,D. Blanco,5000.0,975000.0,970000.0
9061,G. Kobel,4000.0,1000000.0,996000.0
9062,J. Bøge,3000.0,500000.0,497000.0
9063,B. Valette,4000.0,525000.0,521000.0
9064,S. Davies,4000.0,625000.0,621000.0
9065,F. Proia,1000.0,925000.0,924000.0
9066,O. Kiteishvili,5000.0,1100000.0,1095000.0
9067,C. Forrester,2000.0,750000.0,748000.0
9068,D. Balanta,1000.0,750000.0,749000.0
9069,L. Montipó,1000.0,900000.0,899000.0
9070,J. Tverskov,4000.0,725000.0,721000.0
9071,D. Barinov,1000.0,925000.0,924000.0
9072,M. Hughes,2000.0,425000.0,423000.0
9073,S. Brandstetter,3000.0,675000.0,672000.0
9074,R. Seuntjens,3000.0,625000.0,622000.0
9075,D. Samuel,11000.0,875000.0,864000.0
9076,E. Palmer-Brown,2000.0,975000.0,973000.0
9077,Y. González,1000.0,850000.0,849000.0
9078,D. van Bruggen,2000.0,775000.0,773000.0
9079,G. Pacheco,2000.0,475000.0,473000.0
9080,P. Ochs,7000.0,1400000.0,1393000.0
9081,Miguelón,7000.0,850000.0,843000.0
9082,J. Horn,2000.0,425000.0,423000.0
9083,E. Boldewijn,6000.0,775000.0,769000.0
9084,Stéfano Pinho,3000.0,750000.0,747000.0
9085,P. Bochniewicz,6000.0,775000.0,769000.0
9086,E. Caicedo,1000.0,850000.0,849000.0
9087,P. Sisniega,5000.0,675000.0,670000.0
9088,F. Wadja,2000.0,750000.0,748000.0
9089,A. Al Faraj,10000.0,500000.0,490000.0
9090,S. Al Muwallad,10000.0,600000.0,590000.0
9091,Yang Cheng,3000.0,375000.0,372000.0
9092,N. Douchez,1000.0,40000.0,39000.0
9093,U. Jenssen,3000.0,925000.0,922000.0
9094,C. Dawson,5000.0,700000.0,695000.0
9095,F. Gino,4000.0,850000.0,846000.0
9096,Alberto Soro,2000.0,1400000.0,1398000.0
9097,C. Carrillo,1000.0,700000.0,699000.0
9098,D. Palacios,1000.0,775000.0,774000.0
9099,A. Baclet,1000.0,525000.0,524000.0
9100,E. Jääger,2000.0,260000.0,258000.0
9101,M. Hofmann,4000.0,675000.0,671000.0
9102,J. Jach,11000.0,775000.0,764000.0
9103,G. Docherty,10000.0,1100000.0,1090000.0
9104,L. Escorcia,1000.0,925000.0,924000.0
9105,R. Rebolledo,2000.0,700000.0,698000.0
9106,Toni Martínez,16000.0,1400000.0,1384000.0
9107,Ander Guevara,6000.0,1000000.0,994000.0
9108,D. Drescher,5000.0,525000.0,520000.0
9109,J. Gammelby,6000.0,850000.0,844000.0
9110,J. Watts,2000.0,675000.0,673000.0
9111,R. O'Donovan,2000.0,525000.0,523000.0
9112,J. Rodríguez,7000.0,850000.0,843000.0
9113,D. Bičík,1000.0,40000.0,39000.0
9114,N. Vergos,1000.0,1000000.0,999000.0
9115,J. Narváez,0.0,0.0,0.0
9116,R. Nyambe,8000.0,1000000.0,992000.0
9117,E. Reséndez,7000.0,850000.0,843000.0
9118,D. Widgren,2000.0,700000.0,698000.0
9119,A. Cocco,2000.0,525000.0,523000.0
9120,O. Kefkir,3000.0,700000.0,697000.0
9121,J. Tutuarima,2000.0,675000.0,673000.0
9122,Bruno Leite,2000.0,975000.0,973000.0
9123,J. Meekings,2000.0,675000.0,673000.0
9124,G. Lloris,7000.0,750000.0,743000.0
9125,M. Konczkowski,2000.0,675000.0,673000.0
9126,A. Jovanović,2000.0,525000.0,523000.0
9127,C. Depres,5000.0,850000.0,845000.0
9128,B. Cufré,3000.0,975000.0,972000.0
9129,J. Asoro,5000.0,1400000.0,1395000.0
9130,R. Boguski,3000.0,325000.0,322000.0
9131,A. Jacobsen,5000.0,675000.0,670000.0
9132,S. Miangue,6000.0,850000.0,844000.0
9133,A. Bernal,2000.0,475000.0,473000.0
9134,E. Capradossi,12000.0,850000.0,838000.0
9135,F. Perucchini,1000.0,575000.0,574000.0
9136,T. Agyepong,2000.0,900000.0,898000.0
9137,G. Kharaishvili,1000.0,950000.0,949000.0
9138,Iñigo Vicente,5000.0,1200000.0,1195000.0
9139,J. Baldwin,4000.0,725000.0,721000.0
9140,R. Dekker,3000.0,850000.0,847000.0
9141,Cristo González,26000.0,1200000.0,1174000.0
9142,Diogo Costa,1000.0,1100000.0,1099000.0
9143,G. Koyalipou,1000.0,1200000.0,1199000.0
9144,Alan Sousa,3000.0,1100000.0,1097000.0
9145,R. Ramírez,2000.0,725000.0,723000.0
9146,S. Fischer,4000.0,500000.0,496000.0
9147,L. Kelly,3000.0,525000.0,522000.0
9148,C. Dorda,3000.0,475000.0,472000.0
9149,N. Næss,3000.0,675000.0,672000.0
9150,D. Asprilla,3000.0,750000.0,747000.0
9151,K. Endo,2000.0,950000.0,948000.0
9152,B. Sævarsson,0.0,0.0,0.0
9153,A. Acosta,13000.0,475000.0,462000.0
9154,S. Carruthers,4000.0,800000.0,796000.0
9155,P. Mpanzu,3000.0,850000.0,847000.0
9156,G. Milan,3000.0,475000.0,472000.0
9157,K. Chiba,4000.0,260000.0,256000.0
9158,M. Boadu,3000.0,1300000.0,1297000.0
9159,C. Doyle,2000.0,325000.0,323000.0
9160,Fran Rodríguez,2000.0,750000.0,748000.0
9161,S. Jakubiak,2000.0,700000.0,698000.0
9162,M. Buchalik,2000.0,500000.0,498000.0
9163,N. Proschwitz,1000.0,575000.0,574000.0
9164,F. Banguero,2000.0,475000.0,473000.0
9165,M. El-Shenawy,0.0,0.0,0.0
9166,H. Iikura,2000.0,375000.0,373000.0
9167,K. Gehring,2000.0,475000.0,473000.0
9168,P. McGowan,3000.0,600000.0,597000.0
9169,J. Pierazzi,2000.0,260000.0,258000.0
9170,Wang Yongpo,7000.0,550000.0,543000.0
9171,M. Sánchez,4000.0,475000.0,471000.0
9172,S. Gannon,1000.0,625000.0,624000.0
9173,C. Capone,4000.0,1400000.0,1396000.0
9174,C. Taylor,3000.0,575000.0,572000.0
9175,R. Lange,1000.0,475000.0,474000.0
9176,A. Keita,3000.0,800000.0,797000.0
9177,B. Gueye,4000.0,900000.0,896000.0
9178,K. Wagner,2000.0,725000.0,723000.0
9179,Xisco Campos,2000.0,70000.0,68000.0
9180,C. Robertson,8000.0,675000.0,667000.0
9181,C. Conway,12000.0,400000.0,388000.0
9182,Jajá,1000.0,825000.0,824000.0
9183,A. Vanins,2000.0,40000.0,38000.0
9184,O. Mendoza,6000.0,475000.0,469000.0
9185,A. Faltsetas,2000.0,600000.0,598000.0
9186,J. Elsey,1000.0,675000.0,674000.0
9187,A. Plizzari,4000.0,1100000.0,1096000.0
9188,D. Martin,3000.0,375000.0,372000.0
9189,Gu Cao,4000.0,475000.0,471000.0
9190,L. Strizzolo,1000.0,825000.0,824000.0
9191,Juan Rodríguez,3000.0,750000.0,747000.0
9192,S. Moyano,3000.0,550000.0,547000.0
9193,A. Schetino,11000.0,775000.0,764000.0
9194,A. Caci,4000.0,925000.0,921000.0
9195,V. Janjetović,2000.0,425000.0,423000.0
9196,N. Haas,7000.0,1100000.0,1093000.0
9197,T. Valls,5000.0,850000.0,845000.0
9198,P. Herrmann,4000.0,475000.0,471000.0
9199,C. Ramsebner,4000.0,500000.0,496000.0
9200,L. Martinelli,1000.0,500000.0,499000.0
9201,Freire,2000.0,525000.0,523000.0
9202,T. Černý,2000.0,325000.0,323000.0
9203,N. Spalek,1000.0,1000000.0,999000.0
9204,N. Madonna,1000.0,425000.0,424000.0
9205,M. Kobras,3000.0,375000.0,372000.0
9206,N. Bärkroth,2000.0,750000.0,748000.0
9207,M. Busellato,1000.0,775000.0,774000.0
9208,M. Stein,1000.0,375000.0,374000.0
9209,N. Bertrams,3000.0,625000.0,622000.0
9210,A. Doukha,5000.0,400000.0,395000.0
9211,E. Quiñones,2000.0,625000.0,623000.0
9212,A. Sørensen,8000.0,850000.0,842000.0
9213,Wang Zhuo,4000.0,525000.0,521000.0
9214,B. Easton,2000.0,475000.0,473000.0
9215,A. Boyle,4000.0,625000.0,621000.0
9216,V. Kravets,2000.0,900000.0,898000.0
9217,N. Law,4000.0,600000.0,596000.0
9218,Basilio,2000.0,260000.0,258000.0
9219,K. Pearce,6000.0,525000.0,519000.0
9220,M. Edwards,10000.0,1400000.0,1390000.0
9221,P. Brożek,2000.0,300000.0,298000.0
9222,L. Ravanelli,9000.0,875000.0,866000.0
9223,A. Taylor,5000.0,600000.0,595000.0
9224,M. Nalepa,3000.0,725000.0,722000.0
9225,Lee Myung Jae,2000.0,700000.0,698000.0
9226,Tang Xin,4000.0,525000.0,521000.0
9227,A. Arregui,3000.0,675000.0,672000.0
9228,H. El Sayed,8000.0,625000.0,617000.0
9229,D. Horst,2000.0,375000.0,373000.0
9230,Álex Barrera,2000.0,725000.0,723000.0
9231,Ricardo Vaz,2000.0,850000.0,848000.0
9232,L. Röser,6000.0,900000.0,894000.0
9233,C. Feraud,4000.0,550000.0,546000.0
9234,R. Eckardt,1000.0,650000.0,649000.0
9235,K. Heerings,3000.0,525000.0,522000.0
9236,Lorenzao Masca,9000.0,350000.0,341000.0
9237,M. Ojeda,3000.0,1400000.0,1397000.0
9238,M. Ndockyt,3000.0,1000000.0,997000.0
9239,P. Funk,1000.0,525000.0,524000.0
9240,M. Fallatah,11000.0,625000.0,614000.0
9241,Euller,7000.0,800000.0,793000.0
9242,Liao Lisheng,5000.0,775000.0,770000.0
9243,S. Findlay,2000.0,850000.0,848000.0
9244,H. Sönmez,6000.0,675000.0,669000.0
9245,W. Norris,10000.0,650000.0,640000.0
9246,M. Spano Rahou,2000.0,725000.0,723000.0
9247,L. Zarandia,2000.0,1000000.0,998000.0
9248,Fábinho,2000.0,250000.0,248000.0
9249,Zé Manuel,2000.0,675000.0,673000.0
9250,B. Innocent,2000.0,975000.0,973000.0
9251,L. Page,3000.0,850000.0,847000.0
9252,B. Van Durmen,3000.0,825000.0,822000.0
9253,Jano,5000.0,425000.0,420000.0
9254,E. Larsson,2000.0,625000.0,623000.0
9255,M. Ehmer,3000.0,550000.0,547000.0
9256,V. Solomon-Otabor,7000.0,1100000.0,1093000.0
9257,V. Janjičić,2000.0,875000.0,873000.0
9258,R. Blanco,2000.0,650000.0,648000.0
9259,N. Toko,8000.0,650000.0,642000.0
9260,J. Rafferty,2000.0,725000.0,723000.0
9261,Higinio,3000.0,875000.0,872000.0
9262,Danilo Sacrio,7000.0,700000.0,693000.0
9263,T. Szántó,5000.0,1000000.0,995000.0
9264,N. Ravaglia,1000.0,500000.0,499000.0
9265,H. Alpsoy,4000.0,975000.0,971000.0
9266,M. Migliorini,2000.0,650000.0,648000.0
9267,Emílio Trevões,5000.0,625000.0,620000.0
9268,L. Bergsma,3000.0,875000.0,872000.0
9269,A. Marciniak,2000.0,475000.0,473000.0
9270,S. Kotysch,4000.0,500000.0,496000.0
9271,N. Peñailillo,1000.0,625000.0,624000.0
9272,Fu Huan,4000.0,725000.0,721000.0
9273,B. Emir,7000.0,475000.0,468000.0
9274,Flávio Triginho,7000.0,350000.0,343000.0
9275,D. Haas,2000.0,260000.0,258000.0
9276,Magno Novaes,1000.0,150000.0,149000.0
9277,S. Ferguson,5000.0,700000.0,695000.0
9278,S. Sinovic,2000.0,425000.0,423000.0
9279,B. Enobakhare,14000.0,1400000.0,1386000.0
9280,T. McMahon,4000.0,350000.0,346000.0
9281,E. Ba,3000.0,675000.0,672000.0
9282,C. Ayala,1000.0,375000.0,374000.0
9283,Manuel Sánchez,2000.0,475000.0,473000.0
9284,O. Bulut,2000.0,825000.0,823000.0
9285,R. Godínez,2000.0,725000.0,723000.0
9286,S. Anderson,2000.0,375000.0,373000.0
9287,A. Marchesano,5000.0,725000.0,720000.0
9288,E. Ndoj,1000.0,975000.0,974000.0
9289,D. Rose,4000.0,600000.0,596000.0
9290,J. Oumari,2000.0,500000.0,498000.0
9291,R. Festersen,5000.0,575000.0,570000.0
9292,J. Blayac,2000.0,300000.0,298000.0
9293,M. Ljujić,2000.0,850000.0,848000.0
9294,R. Vodišek,1000.0,975000.0,974000.0
9295,M. Marić,3000.0,200000.0,197000.0
9296,L. Frecklington,6000.0,475000.0,469000.0
9297,M. Awad,5000.0,575000.0,570000.0
9298,Dong Xuesheng,5000.0,650000.0,645000.0
9299,J. Düker,4000.0,875000.0,871000.0
9300,A. Dreyer,9000.0,1200000.0,1191000.0
9301,P. Estupiñán,9000.0,900000.0,891000.0
9302,D. Mast,3000.0,750000.0,747000.0
9303,Andoni López,5000.0,950000.0,945000.0
9304,F. Canales,2000.0,400000.0,398000.0
9305,S. Scappini,1000.0,625000.0,624000.0
9306,S. Nutz,4000.0,775000.0,771000.0
9307,J. Byrne,1000.0,925000.0,924000.0
9308,Dilson Calegari,4000.0,325000.0,321000.0
9309,Cris,3000.0,200000.0,197000.0
9310,K. Pannewitz,1000.0,750000.0,749000.0
9311,B. Kopacz,2000.0,675000.0,673000.0
9312,H. Patronen,1000.0,200000.0,199000.0
9313,A. Capello,8000.0,900000.0,892000.0
9314,He Guan,4000.0,700000.0,696000.0
9315,V. Skjerve,2000.0,475000.0,473000.0
9316,S. Williams,3000.0,500000.0,497000.0
9317,A. Hughes,4000.0,625000.0,621000.0
9318,M. Jansen,2000.0,700000.0,698000.0
9319,R. Yates,10000.0,1200000.0,1190000.0
9320,D. Zeefuik,2000.0,825000.0,823000.0
9321,F. Della Rocca,2000.0,600000.0,598000.0
9322,Z. Alomerović,2000.0,550000.0,548000.0
9323,M. Gouaida,2000.0,775000.0,773000.0
9324,S. Adekugbe,1000.0,750000.0,749000.0
9325,N. Molina,4000.0,900000.0,896000.0
9326,M. Maâzou,4000.0,625000.0,621000.0
9327,M. Lieder,5000.0,675000.0,670000.0
9328,W. Kaptoum,5000.0,1100000.0,1095000.0
9329,M. Finotto,5000.0,875000.0,870000.0
9330,P. Becker,5000.0,800000.0,795000.0
9331,D. Rangelov,1000.0,300000.0,299000.0
9332,M. Oxley,2000.0,425000.0,423000.0
9333,B. Coker,3000.0,475000.0,472000.0
9334,Sim Sang Min,2000.0,675000.0,673000.0
9335,H. Zuck,2000.0,675000.0,673000.0
9336,H. Zapata,1000.0,1000000.0,999000.0
9337,C. Lines,4000.0,475000.0,471000.0
9338,M. Sollbauer,4000.0,600000.0,596000.0
9339,R. Jansson,3000.0,675000.0,672000.0
9340,A. Guido,5000.0,900000.0,895000.0
9341,I. González,3000.0,625000.0,622000.0
9342,H. Al Hazaa,9000.0,775000.0,766000.0
9343,F. Castillón,4000.0,500000.0,496000.0
9344,W. Harding,5000.0,850000.0,845000.0
9345,G. Tansey,3000.0,500000.0,497000.0
9346,H. Ojamaa,2000.0,675000.0,673000.0
9347,M. Ríos,1000.0,325000.0,324000.0
9348,M. Tévez,5000.0,1100000.0,1095000.0
9349,E. Sosa,2000.0,950000.0,948000.0
9350,T. Lapslie,4000.0,825000.0,821000.0
9351,M. Sauer,3000.0,725000.0,722000.0
9352,R. Descamps,11000.0,700000.0,689000.0
9353,J. Álvarez,4000.0,950000.0,946000.0
9354,A. Ludwig,4000.0,775000.0,771000.0
9355,C. Dunne,2000.0,650000.0,648000.0
9356,L. Rodríguez,2000.0,725000.0,723000.0
9357,J. Gómez,1000.0,975000.0,974000.0
9358,J. Aribo,3000.0,1100000.0,1097000.0
9359,Gabriel,6000.0,975000.0,969000.0
9360,C. Machado,3000.0,575000.0,572000.0
9361,L. Kruse,2000.0,260000.0,258000.0
9362,S. McConville,2000.0,625000.0,623000.0
9363,D. Drocco,5000.0,625000.0,620000.0
9364,A. Sušac,2000.0,500000.0,498000.0
9365,M. Perlak,6000.0,500000.0,494000.0
9366,B. Clarke,4000.0,625000.0,621000.0
9367,Eduardo,3000.0,625000.0,622000.0
9368,K. Dawson,4000.0,650000.0,646000.0
9369,H. McGahey,2000.0,825000.0,823000.0
9370,Gu Chao,5000.0,550000.0,545000.0
9371,R. Caballero,1000.0,675000.0,674000.0
9372,Ever Rodeiro,7000.0,325000.0,318000.0
9373,X. Arreaga,0.0,0.0,0.0
9374,C. Cercado,3000.0,500000.0,497000.0
9375,H. Al Raheb,10000.0,350000.0,340000.0
9376,C. Schuler,2000.0,475000.0,473000.0
9377,S. Mantom,3000.0,775000.0,772000.0
9378,O. Bouy,10000.0,750000.0,740000.0
9379,J. Dongou Tsafack,3000.0,925000.0,922000.0
9380,P. Mainka,3000.0,725000.0,722000.0
9381,A. Kantari,2000.0,260000.0,258000.0
9382,T. Mavromatis,1000.0,825000.0,824000.0
9383,Li Lei,5000.0,625000.0,620000.0
9384,Raphael Doninho,8000.0,600000.0,592000.0
9385,K. Bülow,1000.0,375000.0,374000.0
9386,R. Magyar,3000.0,600000.0,597000.0
9387,F. Brillant,2000.0,260000.0,258000.0
9388,K. Tamada,2000.0,220000.0,218000.0
9389,M. Ballmert,1000.0,675000.0,674000.0
9390,M. Laínez,2000.0,875000.0,873000.0
9391,K. Mayi,3000.0,850000.0,847000.0
9392,N. Manfredini,1000.0,425000.0,424000.0
9393,K. Koizumi,3000.0,750000.0,747000.0
9394,C. Aneke,5000.0,875000.0,870000.0
9395,Juan Cruz,2000.0,625000.0,623000.0
9396,S. Olivarez,4000.0,675000.0,671000.0
9397,P. Gladon,19000.0,775000.0,756000.0
9398,E. Aydoğan,4000.0,1400000.0,1396000.0
9399,V. Pule,1000.0,750000.0,749000.0
9400,Daniel Fuzato,7000.0,800000.0,793000.0
9401,G. Valverde,0.0,0.0,0.0
9402,D. de Vries,7000.0,40000.0,33000.0
9403,A. Lithgow,2000.0,475000.0,473000.0
9404,L. Nicholls,4000.0,625000.0,621000.0
9405,R. Teibert,2000.0,700000.0,698000.0
9406,M. Figueroa,4000.0,675000.0,671000.0
9407,A. Nübel,4000.0,925000.0,921000.0
9408,Z. Al Sahafi,8000.0,700000.0,692000.0
9409,J. Schouten,2000.0,900000.0,898000.0
9410,R. Rep,3000.0,650000.0,647000.0
9411,M. Rubin,1000.0,475000.0,474000.0
9412,L. Guldan,2000.0,150000.0,148000.0
9413,C. Telo,2000.0,500000.0,498000.0
9414,M. Pearson,3000.0,700000.0,697000.0
9415,Ricardo Alves,2000.0,650000.0,648000.0
9416,T. Paredes,5000.0,725000.0,720000.0
9417,Kauã Reisende,4000.0,700000.0,696000.0
9418,L. Madrigal,13000.0,850000.0,837000.0
9419,Augusto César,3000.0,775000.0,772000.0
9420,D. Holm,2000.0,475000.0,473000.0
9421,Y. Akimoto,1000.0,425000.0,424000.0
9422,J. Beckford,5000.0,350000.0,345000.0
9423,N. Crovetto,2000.0,350000.0,348000.0
9424,Y. Maruyama,3000.0,500000.0,497000.0
9425,B. Jatta,3000.0,1100000.0,1097000.0
9426,G. Merebashvili,2000.0,575000.0,573000.0
9427,D. Vaughan,4000.0,150000.0,146000.0
9428,T. Mauricio,2000.0,875000.0,873000.0
9429,K. Dougall,3000.0,650000.0,647000.0
9430,D. Arreola,3000.0,375000.0,372000.0
9431,J. Cousins,3000.0,775000.0,772000.0
9432,J. Duma,1000.0,800000.0,799000.0
9433,T. Spurr,4000.0,475000.0,471000.0
9434,J. Martínez,2000.0,950000.0,948000.0
9435,C. Schoppenhauer,5000.0,650000.0,645000.0
9436,L. Roberts,2000.0,650000.0,648000.0
9437,M. Pellegrini,2000.0,1300000.0,1298000.0
9438,C. Schwegler,4000.0,180000.0,176000.0
9439,K. Petersen,4000.0,260000.0,256000.0
9440,J. Vet,2000.0,675000.0,673000.0
9441,H. Kawano,2000.0,650000.0,648000.0
9442,F. Stokkers,3000.0,875000.0,872000.0
9443,G. Gómez,4000.0,750000.0,746000.0
9444,M. Lund,4000.0,650000.0,646000.0
9445,M. Jankowski,2000.0,650000.0,648000.0
9446,A. Maisonnial,4000.0,1000000.0,996000.0
9447,M. Lugo,5000.0,650000.0,645000.0
9448,D. Niwa,3000.0,375000.0,372000.0
9449,C. Riegler,4000.0,550000.0,546000.0
9450,R. Lundqvist,3000.0,1000000.0,997000.0
9451,S. Muniru,4000.0,725000.0,721000.0
9452,Zhang Lu,5000.0,425000.0,420000.0
9453,J. Reeves,4000.0,850000.0,846000.0
